input_sentiment	prefix	generated_tweet
positive	arrgh update crash	arrgh update crash  I'm not sure if this is a bug or not, but I'm running Windows 10 Pro and I'm using the latest version of Windows 10. I'm using the latest version of Windows
positive	amandaon haahaa thank	amandaon haahaa thank you for the great work you do. I am so grateful for the support you have given me. I am so grateful for the support you have given me. I am so grateful for the support you
positive	sick dog home thu	sick dog home thuisian dog owner dies  A dog owner in the United States has died after being hit by a car while trying to rescue a dog from a home.  The owner of the dog,
positive	bore well let	bore well let me know if you have any questions.  Thanks for looking!  -The Team  -The Team<|endoftext|>The UESPWiki – Your source for The Elder Scrolls since 1995
positive	night every one	night every one  night every one  night every one  night every one  night every one  night every one  night every one  night every one  night every one
negative	tylenol sinus formula help	tylenol sinus formula help  The tylenol sinus formula helps to relieve sinusitis and sinusitis pain.  The tylenol sinus formula helps to relieve sinusitis and sinusitis
positive	monkeysnuggles get mine wash right	monkeysnuggles get mine wash right here!  I'm not sure what to make of this. I've been looking at the relationship between the number of people who have been to the site and the number of people who have been
negative	spikelike least nice look	spikelike least nice look  spikelike most nice look  spikelike most ugly look  spikelike most ugly look  spikelike most ugly look  spikelike most ugly look
positive	heavy head eat crayon	heavy head eat crayon  I have a friend who is a very talented artist and he is a very talented person. He is a very talented artist and he is a very talented person. He is a very talented artist
negative	thomasfiss nooo tweet	thomasfiss nooo tweet  thomasfiss nooo tweet  thomasfiss nooo tweet  thomasfiss nooo tweet  thomasfiss nooo tweet  thomas
positive	okay bed get class	okay bed get class and go to bed. i am tired and i am not feeling well. i am not feeling good. i am not feeling good. i am not feeling good. i am not feeling good. i
negative	soup sammich dinner	soup sammich dinner  Soup sammich dinner is a dish that I have been making for years. It is a simple dish that is made with a mixture of chicken, chicken stock, chicken broth, chicken
negative	whole world abandon	whole world abandon the old ways  and go to the new ways  and the new ways will be the way of the  world  and the world will be the way of the  world
negative	saw doin chores goin	saw doin chores goin down  saw doin chores goin down  saw doin chores goin down  saw doin chores goin down  saw doin chores goin down  saw
positive	something atmosphere around	something atmosphere around the room  a good mix of people  a good time  a good time  a great time  a great time  a great time  a great time
positive	funny third fingernail	funny third fingernail  funny third finger  funny third finger  funny, funny, funny, funny, funny, funny, funny, fun, fun, fun, fun, fun, fun
negative	christinalemmey congrats position sparkplugging	christinalemmey congrats position sparkplugging, you are the best!  I'm a little disappointed that you didn't get to see the final. I was hoping to see the final, but I was told that the show was cancelled
positive	anyway need rant	anyway need rant about this, i have been using this for a while now and i have been using it for a while now. i have been using this for about a year now and have been using it for about
negative	savorthesuccess hi try grill	savorthesuccess hi try grill pan fried in oil then bake at 350 for 10 min then drain then fry again then bake again then bake again then bake again then drain then fry again then bake again then drain then fry again then bake
positive	carlienorris migraine gahh hurt	carlienorris migraine gahh hurt  I have been using this for about a year and have been very happy with it. I have had no problems with it. I have a very sensitive skin and I have to use a lot
negative	joesonthenose may want follow coffeegroundz	joesonthenose may want follow coffeegroundz on Instagram.  joesonthenose may want follow coffeegroundz on Instagram.  joesonthenose may want follow coffeegroundz on Instagram.  joesont
negative	john kate plus	john kate plus james katherine  john kate plus james katherine  john kate plus james katherine  john kate plus james katherine  john kate plus
positive	minutes sleep trade	minutes sleep trade-off  The time it takes to sleep is a function of the amount of energy you have available. The more energy you have, the longer you can sleep.  The more energy you
negative	anyone want cheezits white	anyone want cheezits white?  anyone want cheezits white?  anyone want cheezits white?  anyone want cheezits white?  anyone want cheezits white
positive	toddklindt yeah lawn mow surely	toddklindt yeah lawn mow surely?  toddklindt i'm not sure i want to  toddklindt but i'm sure glad to  toddklindt i'm glad to
negative	tuckaa mm iv	tuckaa mm ivy  tuckaa mm ivy  tuckaa mm ivy  tuckaa mm ivy  tuckaa mm ivy  tuckaa mm iv
positive	mdenny fun one	mdenny fun one of the best games i have played so far. i love it.  I love this game. It is so fun and addictive.  I love this game. It is so fun and
positive	davemp hahaha ohhh see	davemp hahaha ohhh see you in the next chapter!  davemp hahaha ohhh see you in the next chapter!  davemp hahaha ohhh see you in the next chapter!
negative	nikki lopez might	nikki lopez might be the most popular person in the world. She's the CEO of the company that makes the iPhone, and she's the most popular person in the world. She's the CEO of the company that
positive	homesickblues hour	homesickblues hour  homesickblues hour  homesickblues hour  homesickblues hour  homesickblues hour  homesickblues hour
negative	dan take lunch abit beach	dan take lunch abit beach  dan take lunch abit beach  dan take lunch abit beach  dan take lunch abit beach  dan take lunch abit beach  dan take lunch abit beach
negative	dwaynebites cut mang hop	dwaynebites cut mang hop  dwaynebites cut mang hop  dwaynebites cut mang hop  dwaynebites cut mang hop  dwaynebites cut mang hop  dwayne
negative	silence upon hear	silence upon hearth  silence upon hearth  silence upon hearth  silence upon hearth  silence upon hearth  silence upon hearth  silence
positive	long day eat load birthday	long day eat load birthday party  long day eat load birthday party  long day eat load birthday party  long day eat load birthday party  long day eat load birthday party  long day eat load birthday
positive	think go country next	think go country next time  think go country next time  think go country next time  think go country next time  think go country next time  think go country next time  think go
negative	hang people sit pool	hang people sit poolside and watch the sun go down.  The first time I saw this, I thought it was a joke.  The second time I saw this, I thought it was a joke.
